Oper Day,Interval Ending,HB_BUSAVG,HB_HOUSTON,HB_HUBAVG,HB_NORTH,HB_PAN,HB_SOUTH,HB_WEST,LZ_AEN,LZ_CPS,LZ_HOUSTON,LZ_LCRA,LZ_NORTH,LZ_RAYBN,LZ_SOUTH,LZ_WEST,ts,Creation_Date,Update_Date
04/15/2024,1630,11.11,13.22,10.13,12.14,-24.79,11.35,3.8,14.6,15.95,13.23,13.31,12.01,12.19,63.68,50.54,2024-04-15 16:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1645,11.11,13.73,10.18,11.64,-24.97,13.06,2.3,33.9,17.83,13.75,15.94,11.47,11.74,66.83,63.07,2024-04-15 16:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1700,10.17,13.08,8.86,11.26,-25.29,11.62,-0.54,20.87,16.19,13.1,13.74,11.05,11.23,63.67,60.58,2024-04-15 17:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1715,8.28,10.43,6.62,10.14,-25.42,8.42,-2.53,10.79,12.5,10.44,10.21,10.02,10.32,44.59,48.84,2024-04-15 17:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1730,9.01,11.24,7.19,11.01,-25.39,9.36,-2.86,11.45,12.41,11.24,10.9,10.9,11.17,39.96,27.77,2024-04-15 17:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1745,8.97,11.0,7.14,11.09,-25.32,8.97,-2.5,11.25,12.04,11.0,10.8,11.01,11.26,35.02,16.83,2024-04-15 17:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1800,8.69,10.63,6.85,10.81,-25.4,8.67,-2.7,10.87,11.5,10.63,10.58,10.75,10.97,31.59,5.87,2024-04-15 18:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1815,8.38,10.28,6.7,10.33,-25.81,8.38,-2.21,10.62,11.13,10.28,10.41,10.26,10.43,30.87,0.55,2024-04-15 18:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1830,8.74,11.09,6.69,11.02,-23.21,9.04,-4.38,11.5,12.3,11.09,11.11,10.92,11.15,31.04,8.4,2024-04-15 18:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1845,10.09,12.83,7.67,12.84,-26.45,10.26,-5.27,13.53,14.57,12.83,13.01,12.72,12.97,30.03,9.18,2024-04-15 18:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1900,9.79,12.78,7.39,12.33,-23.93,10.71,-6.26,13.66,14.78,12.78,13.23,12.17,12.37,23.96,6.43,2024-04-15 19:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1915,9.73,12.06,7.55,12.22,-10.28,9.92,-4.01,12.62,13.53,12.06,12.19,12.12,12.36,12.54,5.64,2024-04-15 19:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1930,9.44,11.72,7.58,11.45,-9.22,10.02,-2.85,12.46,13.76,11.72,12.12,11.34,11.52,12.28,1.33,2024-04-15 19:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,1945,11.64,14.34,9.49,13.97,-10.34,12.26,-2.59,15.33,16.81,14.34,14.8,13.84,14.04,15.0,4.02,2024-04-15 19:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2000,13.33,16.36,11.43,15.19,-20.32,14.55,-0.39,17.86,19.84,16.37,17.52,14.99,15.11,17.47,9.77,2024-04-15 20:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2015,12.57,15.47,10.86,14.18,-23.17,13.94,-0.14,17.16,19.28,15.47,16.82,13.99,14.05,16.2,11.16,2024-04-15 20:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2030,12.32,14.72,10.77,13.92,-17.98,12.92,1.54,16.17,17.92,14.72,15.71,13.76,13.85,14.69,10.52,2024-04-15 20:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2045,10.89,12.55,10.05,11.75,-15.15,11.19,4.7,13.98,16.03,12.56,13.9,11.6,11.65,12.71,12.9,2024-04-15 20:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2100,10.23,11.61,10.08,10.18,-22.91,10.87,7.66,13.35,15.97,11.62,13.56,9.99,9.98,12.47,19.95,2024-04-15 21:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2115,9.97,11.83,9.23,10.51,-21.64,11.03,3.56,13.46,16.1,11.84,13.6,10.33,10.35,12.52,15.47,2024-04-15 21:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2130,10.68,12.76,9.58,11.65,-21.23,11.75,2.14,14.18,16.5,12.77,14.21,11.48,11.53,12.73,10.55,2024-04-15 21:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2145,9.12,11.26,7.61,10.59,-14.79,10.24,-1.67,12.0,13.43,11.27,11.89,10.46,10.57,10.33,2.49,2024-04-15 21:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2200,7.46,9.02,6.09,9.01,-5.5,7.61,-1.29,9.71,11.15,9.02,9.62,8.94,9.08,7.99,0.23,2024-04-15 22:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2215,6.31,7.74,4.93,7.94,-3.91,6.21,-2.17,8.41,9.84,7.74,8.32,7.88,8.03,6.8,-1.47,2024-04-15 22:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2230,4.92,6.08,3.76,6.31,-3.05,4.68,-2.01,6.75,8.13,6.07,6.67,6.27,6.39,5.12,-1.56,2024-04-15 22:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2245,4.94,6.08,3.77,6.38,-3.02,4.64,-2.02,6.68,7.99,6.08,6.59,6.34,6.47,5.07,-0.77,2024-04-15 22:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2300,4.29,5.14,3.25,5.68,-3.04,3.55,-1.38,5.64,6.49,5.13,5.59,5.65,5.77,3.65,-0.38,2024-04-15 23:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2315,4.42,5.23,3.43,5.74,-3.36,3.69,-0.93,5.75,6.62,5.22,5.72,5.71,5.83,3.78,0.26,2024-04-15 23:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2330,3.92,4.69,3.26,4.78,-7.81,3.46,0.09,5.48,6.67,4.69,5.52,4.73,4.76,3.7,2.76,2024-04-15 23:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2345,2.85,3.41,2.77,2.97,-9.73,2.65,2.04,4.5,6.11,3.41,4.65,2.9,2.82,3.05,5.27,2024-04-15 23:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,2400,3.94,4.15,4.36,3.53,-14.71,3.43,6.34,5.45,6.85,4.16,5.74,3.45,3.25,3.67,12.14,2024-04-15 00:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/15/2024,0015,6.49,6.38,6.39,7.05,7.30,4.67,7.46,7.03,7.90,6.36,7.16,7.07,7.06,4.75,7.71,2024-04-15 00:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0030,5.94,5.81,5.81,6.52,6.62,4.13,6.79,6.44,7.31,5.79,6.57,6.52,6.64,4.22,7.04,2024-04-15 00:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0045,5.32,5.20,5.22,5.86,6.10,3.57,6.26,5.84,6.70,5.18,5.97,5.88,5.87,3.66,6.51,2024-04-15 00:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0100,4.93,4.81,4.83,5.46,5.70,3.18,5.86,5.45,6.29,4.79,5.57,5.48,5.47,3.36,6.10,2024-04-15 01:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0115,5.38,5.51,5.26,6.06,6.28,3.05,6.42,6.02,6.76,5.49,6.15,6.08,6.07,3.62,6.64,2024-04-15 01:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0130,4.73,4.74,4.62,5.33,5.56,2.71,5.70,5.31,6.08,4.72,5.43,5.35,5.35,3.10,5.94,2024-04-15 01:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0145,5.09,4.97,4.99,5.63,5.87,3.35,6.03,5.61,6.47,4.95,5.73,5.64,5.64,3.61,6.27,2024-04-15 01:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0200,3.78,3.66,3.69,4.30,4.53,2.09,4.69,4.29,5.11,3.64,4.40,4.32,4.31,2.33,4.93,2024-04-15 02:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0215,3.91,3.79,3.81,4.43,4.66,2.22,4.82,4.41,5.25,3.77,4.54,4.44,4.44,2.48,5.06,2024-04-15 02:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0230,3.59,3.47,3.49,4.11,4.34,1.91,4.49,4.09,4.92,3.45,4.21,4.12,4.12,2.16,4.73,2024-04-15 02:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0245,2.57,2.45,2.48,3.07,3.30,0.93,3.45,3.06,3.86,2.43,3.17,3.09,3.08,1.14,3.68,2024-04-15 02:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0300,2.67,2.55,2.58,3.17,3.40,1.03,3.55,3.16,3.97,2.53,3.27,3.19,3.19,1.25,3.79,2024-04-15 03:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0315,1.90,1.79,1.81,2.39,2.61,0.29,2.76,2.38,3.17,1.77,2.49,2.41,2.40,0.51,2.99,2024-04-15 03:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0330,2.98,2.86,2.88,3.46,3.68,1.39,3.83,3.45,4.23,2.84,3.55,3.48,3.47,1.55,4.06,2024-04-15 03:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0345,2.68,2.59,2.60,3.07,3.25,1.39,3.37,3.06,3.69,2.57,3.15,3.08,3.08,1.50,3.55,2024-04-15 03:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0400,3.94,3.83,3.85,4.44,4.67,2.31,4.82,4.43,5.23,3.81,4.54,4.46,4.45,2.48,5.05,2024-04-15 04:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0415,5.90,5.77,5.80,6.44,6.68,4.14,6.84,6.42,7.28,5.75,6.54,6.45,6.45,4.35,7.09,2024-04-15 04:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0430,5.30,5.19,5.21,5.81,6.04,3.65,6.19,5.80,6.61,5.17,5.91,5.83,5.82,3.85,6.43,2024-04-15 04:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0445,4.29,4.18,4.20,4.75,4.96,2.78,5.10,4.74,5.48,4.16,4.84,4.76,4.76,2.99,5.31,2024-04-15 04:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0500,5.14,5.03,5.05,5.62,5.84,3.56,5.99,5.61,6.39,5.01,5.71,5.64,5.63,3.76,6.21,2024-04-15 05:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0515,5.12,5.01,5.03,5.59,5.80,3.59,5.94,5.57,6.32,4.99,5.67,5.60,5.60,3.78,6.16,2024-04-15 05:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0530,5.67,5.59,5.60,6.00,6.15,4.57,6.25,5.99,6.53,5.57,6.06,6.01,6.01,4.66,6.41,2024-04-15 05:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0545,6.08,6.03,6.02,6.37,6.49,5.13,6.57,6.36,6.80,6.02,6.41,6.38,6.37,5.24,6.70,2024-04-15 05:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0600,6.57,6.54,6.52,6.82,6.92,5.74,6.99,6.81,7.17,6.54,6.85,6.82,6.82,5.85,7.09,2024-04-15 06:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0615,8.18,8.16,8.12,8.46,8.57,7.24,8.64,8.45,8.84,8.15,8.50,8.47,8.46,7.37,8.76,2024-04-15 06:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0630,9.29,9.26,9.25,9.53,9.62,8.51,9.69,9.52,9.87,9.25,9.56,9.53,9.53,8.60,9.79,2024-04-15 06:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0645,10.25,10.22,10.23,10.39,10.45,9.81,10.49,10.39,10.60,10.22,10.41,10.39,10.39,9.85,10.55,2024-04-15 06:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0700,11.82,11.81,11.81,11.83,11.83,11.78,11.84,11.83,11.85,11.81,11.83,11.83,11.83,11.78,11.84,2024-04-15 07:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0715,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,2024-04-15 07:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0730,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,2024-04-15 07:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0745,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,2024-04-15 07:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0800,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,10.36,2024-04-15 08:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0815,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,2024-04-15 08:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0830,10.61,10.71,10.60,10.68,10.67,10.33,10.67,10.67,10.64,10.71,10.67,10.68,10.68,10.42,10.66,2024-04-15 08:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0845,9.85,10.00,9.83,10.00,10.01,9.30,10.02,9.99,10.00,10.00,10.00,10.00,10.01,9.43,10.03,2024-04-15 08:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0900,9.29,9.41,9.25,9.53,9.57,8.44,9.60,9.50,9.65,9.41,9.53,9.53,9.53,8.55,9.65,2024-04-15 09:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0915,9.59,9.76,9.55,9.85,9.89,8.67,9.92,9.82,9.95,9.75,9.85,9.85,9.85,8.77,9.96,2024-04-15 09:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0930,8.63,8.85,8.61,8.79,8.78,8.02,8.77,8.77,8.71,8.85,8.78,8.79,8.79,8.14,8.76,2024-04-15 09:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,0945,5.89,6.01,5.86,6.09,6.13,5.19,6.15,6.06,6.15,6.01,6.07,6.10,6.10,5.23,6.18,2024-04-15 09:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1000,6.89,6.98,6.84,7.17,7.24,5.94,7.28,7.16,7.38,6.98,7.19,7.18,7.17,6.55,7.35,2024-04-15 10:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1015,8.60,8.70,8.54,8.93,9.02,7.48,9.07,8.92,9.19,8.70,8.96,8.94,8.94,8.33,9.15,2024-04-15 10:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1030,8.96,9.03,8.89,9.35,9.46,7.67,9.53,9.35,9.71,9.03,9.39,9.36,9.35,12.77,9.63,2024-04-15 10:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1045,9.04,9.08,8.96,9.48,9.61,7.59,9.70,9.49,9.94,9.08,9.54,9.49,9.49,16.88,9.84,2024-04-15 10:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1100,8.60,8.66,8.53,9.01,9.11,7.26,9.19,9.03,9.40,8.65,9.06,9.01,9.01,14.13,9.31,2024-04-15 11:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1115,7.15,7.20,7.07,7.62,7.75,5.62,7.84,7.61,7.99,7.20,7.62,7.63,7.63,17.18,7.93,2024-04-15 11:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1130,7.90,7.95,7.79,8.49,8.67,5.92,8.78,8.41,8.83,7.94,8.36,8.51,8.51,22.25,8.84,2024-04-15 11:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1145,7.72,7.80,7.64,8.18,8.30,6.19,8.38,8.15,8.47,7.80,8.16,8.19,8.19,13.83,8.46,2024-04-15 11:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1200,7.33,7.43,7.27,7.69,7.77,6.10,7.84,7.69,7.96,7.44,7.74,7.70,7.69,8.04,7.94,2024-04-15 12:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1215,5.71,5.97,5.67,6.05,6.13,4.46,6.19,5.96,6.19,6.11,5.97,6.05,6.05,6.47,6.25,2024-04-15 12:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1230,8.09,8.71,8.05,8.58,8.70,6.12,8.80,8.41,8.86,9.10,8.46,8.59,8.59,7.95,8.95,2024-04-15 12:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1245,4.72,5.18,4.69,5.05,5.11,3.37,5.16,4.95,5.18,5.44,4.97,5.05,5.05,9.31,5.24,2024-04-15 12:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1300,5.25,5.90,5.21,5.72,5.79,3.37,5.85,5.63,6.00,6.27,5.64,5.72,5.72,22.31,5.94,2024-04-15 13:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1315,5.45,6.68,5.45,5.89,5.92,3.28,5.96,5.60,5.82,7.39,5.61,5.89,5.90,25.33,6.03,2024-04-15 13:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1330,5.70,6.74,5.68,6.16,6.20,3.58,6.24,5.94,6.16,7.31,5.95,6.16,6.17,28.30,6.31,2024-04-15 13:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1345,6.12,6.56,6.03,6.65,6.72,4.14,6.77,6.67,6.93,6.69,6.68,6.66,6.66,39.28,6.84,2024-04-15 13:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1400,7.00,7.26,6.89,7.61,7.70,4.92,7.77,7.70,8.02,7.26,7.72,7.62,7.61,43.93,7.85,2024-04-15 14:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1415,7.43,7.69,7.31,8.05,8.14,5.30,8.20,8.14,8.46,7.69,8.16,8.06,8.05,45.02,8.29,2024-04-15 14:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1430,6.13,6.39,6.02,6.74,2.99,4.07,6.89,6.83,7.15,6.38,6.85,6.75,6.74,42.94,6.97,2024-04-15 14:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1445,4.80,5.92,4.83,4.76,-1.20,4.64,3.99,26.29,7.47,5.96,8.66,4.63,4.52,42.90,4.18,2024-04-15 14:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1500,5.38,7.45,5.42,4.89,-2.72,6.74,2.59,34.62,9.29,7.47,11.17,4.59,4.27,43.04,2.86,2024-04-15 15:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1515,6.83,9.21,6.91,5.80,-4.28,10.32,2.33,66.96,12.39,9.25,16.40,5.53,5.37,40.93,2.80,2024-04-15 15:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1530,5.19,7.50,6.03,2.54,-2.72,11.72,2.34,133.85,14.27,7.58,22.85,2.37,2.49,50.52,3.17,2024-04-15 15:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1545,5.89,7.86,5.31,6.45,-5.76,6.02,0.89,16.79,9.04,7.87,9.23,6.23,6.04,45.70,7.91,2024-04-15 15:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1600,8.70,10.58,8.02,9.49,-24.29,8.39,3.61,10.93,12.40,10.61,10.58,9.39,9.46,55.85,31.84,2024-04-15 16:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1615,13.32,14.89,13.15,13.43,-24.17,13.34,10.93,24.56,18.06,14.92,16.01,13.32,13.44,67.89,66.61,2024-04-15 16:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1630,11.11,13.22,10.13,12.14,-24.79,11.35,3.80,14.60,15.95,13.23,13.31,12.01,12.19,63.68,50.54,2024-04-15 16:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1645,11.11,13.73,10.18,11.64,-24.97,13.06,2.30,33.90,17.83,13.75,15.94,11.47,11.74,66.83,63.07,2024-04-15 16:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1700,10.17,13.08,8.86,11.26,-25.29,11.62,-0.54,20.87,16.19,13.10,13.74,11.05,11.23,63.67,60.58,2024-04-15 17:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1715,8.28,10.43,6.62,10.14,-25.42,8.42,-2.53,10.79,12.50,10.44,10.21,10.02,10.32,44.59,48.84,2024-04-15 17:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1730,9.01,11.24,7.19,11.01,-25.39,9.36,-2.86,11.45,12.41,11.24,10.90,10.90,11.17,39.96,27.77,2024-04-15 17:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1745,8.97,11.00,7.14,11.09,-25.32,8.97,-2.50,11.25,12.04,11.00,10.80,11.01,11.26,35.02,16.83,2024-04-15 17:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1800,8.69,10.63,6.85,10.81,-25.40,8.67,-2.70,10.87,11.50,10.63,10.58,10.75,10.97,31.59,5.87,2024-04-15 18:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1815,8.38,10.28,6.70,10.33,-25.81,8.38,-2.21,10.62,11.13,10.28,10.41,10.26,10.43,30.87,0.55,2024-04-15 18:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1830,8.74,11.09,6.69,11.02,-23.21,9.04,-4.38,11.50,12.30,11.09,11.11,10.92,11.15,31.04,8.40,2024-04-15 18:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1845,10.09,12.83,7.67,12.84,-26.45,10.26,-5.27,13.53,14.57,12.83,13.01,12.72,12.97,30.03,9.18,2024-04-15 18:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1900,9.79,12.78,7.39,12.33,-23.93,10.71,-6.26,13.66,14.78,12.78,13.23,12.17,12.37,23.96,6.43,2024-04-15 19:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1915,9.73,12.06,7.55,12.22,-10.28,9.92,-4.01,12.62,13.53,12.06,12.19,12.12,12.36,12.54,5.64,2024-04-15 19:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1930,9.44,11.72,7.58,11.45,-9.22,10.02,-2.85,12.46,13.76,11.72,12.12,11.34,11.52,12.28,1.33,2024-04-15 19:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,1945,11.64,14.34,9.49,13.97,-10.34,12.26,-2.59,15.33,16.81,14.34,14.80,13.84,14.04,15.00,4.02,2024-04-15 19:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2000,13.33,16.36,11.43,15.19,-20.32,14.55,-0.39,17.86,19.84,16.37,17.52,14.99,15.11,17.47,9.77,2024-04-15 20:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2015,12.57,15.47,10.86,14.18,-23.17,13.94,-0.14,17.16,19.28,15.47,16.82,13.99,14.05,16.20,11.16,2024-04-15 20:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2030,12.32,14.72,10.77,13.92,-17.98,12.92,1.54,16.17,17.92,14.72,15.71,13.76,13.85,14.69,10.52,2024-04-15 20:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2045,10.89,12.55,10.05,11.75,-15.15,11.19,4.70,13.98,16.03,12.56,13.90,11.60,11.65,12.71,12.90,2024-04-15 20:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2100,10.23,11.61,10.08,10.18,-22.91,10.87,7.66,13.35,15.97,11.62,13.56,9.99,9.98,12.47,19.95,2024-04-15 21:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2115,9.97,11.83,9.23,10.51,-21.64,11.03,3.56,13.46,16.10,11.84,13.60,10.33,10.35,12.52,15.47,2024-04-15 21:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2130,10.68,12.76,9.58,11.65,-21.23,11.75,2.14,14.18,16.50,12.77,14.21,11.48,11.53,12.73,10.55,2024-04-15 21:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2145,9.12,11.26,7.61,10.59,-14.79,10.24,-1.67,12.00,13.43,11.27,11.89,10.46,10.57,10.33,2.49,2024-04-15 21:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2200,7.46,9.02,6.09,9.01,-5.50,7.61,-1.29,9.71,11.15,9.02,9.62,8.94,9.08,7.99,0.23,2024-04-15 22:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2215,6.31,7.74,4.93,7.94,-3.91,6.21,-2.17,8.41,9.84,7.74,8.32,7.88,8.03,6.80,-1.47,2024-04-15 22:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2230,4.92,6.08,3.76,6.31,-3.05,4.68,-2.01,6.75,8.13,6.07,6.67,6.27,6.39,5.12,-1.56,2024-04-15 22:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2245,4.94,6.08,3.77,6.38,-3.02,4.64,-2.02,6.68,7.99,6.08,6.59,6.34,6.47,5.07,-0.77,2024-04-15 22:45:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2300,4.29,5.14,3.25,5.68,-3.04,3.55,-1.38,5.64,6.49,5.13,5.59,5.65,5.77,3.65,-0.38,2024-04-15 23:00:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2315,4.42,5.23,3.43,5.74,-3.36,3.69,-0.93,5.75,6.62,5.22,5.72,5.71,5.83,3.78,0.26,2024-04-15 23:15:00,2024-04-17 14:20:34,2024-04-17 14:20:34
04/15/2024,2330,3.92,4.69,3.26,4.78,-7.81,3.46,0.09,5.48,6.67,4.69,5.52,4.73,4.76,3.70,2.76,2024-04-15 23:30:00,2024-04-17 14:20:34,2024-04-17 14:20:34
